floor_rate,date,block_number,charged_static_floor_gas,charged_regular_gas_8279,incremental_data_gas_8279
96,2026-04-03,24798257,41215951.603046104,42937505.03318923,1721553.430143125
96,2026-04-03,24798258,19052287.986646373,19147676.112471007,95388.1258246343
96,2026-04-03,24798531,39564559.755395934,40794385.01882849,1229825.2634325519
96,2026-04-03,24798584,41019029.0983555,42239496.26328215,1220467.1649266537
96,2026-04-03,24798599,39733316.9661991,42407613.18465959,2674296.2184604867
96,2026-04-03,24798635,40772810.91117967,42162602.28443011,1389791.3732504384
96,2026-04-03,24798645,23686446.422800224,24756071.923733585,1069625.5009333605
96,2026-04-03,24798655,51919725.19041732,53346458.98673597,1426733.7963186468
96,2026-04-03,24798789,69022524.18414493,72699805.96466671,3677281.7805217733
96,2026-04-03,24798813,69548619.35690998,72723055.03092097,3174435.6740109795
96,2026-04-03,24798937,30764410.36136601,31665551.79865632,901141.4372903089
96,2026-04-03,24799010,23701975.87596926,24123662.30181512,421686.4258458587
96,2026-04-03,24799026,54786191.82690487,58805687.82247441,4019495.9955695444
96,2026-04-03,24799225,31774668.9181015,32376851.036153935,602182.1180524349
96,2026-04-03,24799401,28384922.27033488,29122520.722039785,737598.4517049044
96,2026-04-03,24799433,22898474.43146975,24309329.646731533,1410855.2152617823
96,2026-04-03,24799653,23973369.19444165,24791852.345059063,818483.150617413
96,2026-04-03,24799809,1702359.6616970422,1713868.878017397,11509.216320354928
96,2026-04-03,24799973,7769459.580428235,7769459.580428235,0.0
96,2026-04-03,24800152,25676702.577932723,26235858.675764833,559156.0978321116
96,2026-04-03,24800411,30559962.87381479,32018197.236038536,1458234.3622237435
96,2026-04-03,24800603,73302434.96361329,75597004.5357849,2294569.57217161
96,2026-04-03,24800936,29915614.15760186,30900579.674786385,984965.5171845261
96,2026-04-03,24801062,40901118.29297595,41878563.60106377,977445.3080878245
96,2026-04-03,24801351,30271970.32275153,31073760.25296397,801789.9302124414
96,2026-04-03,24801353,22220225.26850444,23028038.876216456,807813.6077120149
96,2026-04-03,24801384,62381923.02838936,64225583.066116214,1843660.0377268554
96,2026-04-03,24801944,27636082.432654973,28428310.94881489,792228.5161599163
96,2026-04-03,24802058,42662974.42517549,43112831.32368673,449856.89851123845
96,2026-04-03,24802171,22101605.557382464,22993347.77695093,891742.2195684646
96,2026-04-03,24802495,26083101.144888863,26771601.518929437,688500.3740405731
96,2026-04-03,24802522,70540775.81039445,71107690.05993651,566914.2495420631
96,2026-04-04,24802787,16867029.732743993,17332346.866857544,465317.13411354896
96,2026-04-04,24802943,14003846.433383118,14518124.516528036,514278.0831449182
96,2026-04-04,24803291,51160070.26539139,51691549.02887683,531478.7634854474
96,2026-04-04,24803424,15261309.37513156,15427603.076000327,166293.70086876774
96,2026-04-04,24803568,41653989.72995741,43758859.75109518,2104870.021137773
96,2026-04-04,24803645,19558761.11898906,19691353.384766933,132592.265777871
96,2026-04-04,24803656,34021026.9673409,34495288.97934706,474262.0120061552
96,2026-04-04,24803806,20474383.96481825,20817115.511255577,342731.54643732705
96,2026-04-04,24804176,24593968.262411296,25339910.444666415,745942.18225512
96,2026-04-04,24804298,79711505.01074116,82721518.30553761,3010013.2947964584
96,2026-04-04,24804388,69929896.26640368,71218638.91536163,1288742.6489579522
96,2026-04-04,24804407,14993872.167054735,15422791.620530784,428919.4534760491
96,2026-04-04,24804430,27550860.547206946,28806583.94788076,1255723.4006738157
96,2026-04-04,24805031,14937865.54120631,15236678.29647964,298812.7552733317
96,2026-04-04,24805107,2915435.9216358275,2915445.788933527,9.867297699223855
96,2026-04-04,24805132,31068121.931575824,32278246.469211172,1210124.5376353494
96,2026-04-04,24805213,25516269.93277558,26104401.99068491,588132.0579093299
96,2026-04-04,24805259,36191549.56864065,38412016.71765097,2220467.1490103183
96,2026-04-04,24805267,32822775.92679916,33473703.554457307,650927.6276581485
96,2026-04-04,24805780,39958618.666976206,41529221.34634109,1570602.6793648847
96,2026-04-04,24805781,61983278.45274932,64711612.522449665,2728334.069700344
96,2026-04-04,24806025,42610501.2826098,44328720.57755978,1718219.2949499805
96,2026-04-04,24806073,26460076.53296818,27436896.95972489,976820.4267567085
96,2026-04-04,24806136,79578406.6612814,84334132.97518381,4755726.313902409
96,2026-04-04,24806207,41656877.25875562,44239151.98876713,2582274.7300115186
96,2026-04-04,24806499,75227930.50177364,78021464.39005879,2793533.8882851433
96,2026-04-04,24806585,12011108.448842358,12601106.562682768,589998.1138404097
96,2026-04-04,24806873,71708625.35906121,74897990.5412817,3189365.1822204837
96,2026-04-04,24806885,22558004.42064786,23105840.35530858,547835.9346607191
96,2026-04-04,24806992,19452644.16079962,20269799.740380697,817155.579581078
96,2026-04-04,24807117,53401241.084699064,53954360.89190248,553119.8072034115
96,2026-04-04,24807137,28286909.70358073,30450652.391790558,2163742.688209825
96,2026-04-04,24807177,80118719.18975542,82090972.68847908,1972253.4987236627
96,2026-04-04,24807228,22981191.226882283,23592154.474972937,610963.2480906566
96,2026-04-04,24807367,21968967.929646682,22805551.288898215,836583.3592515353
96,2026-04-04,24807385,48144433.8428951,51740375.78761883,3595941.9447237346
96,2026-04-04,24807519,21216322.326834053,21913204.28941086,696881.9625768061
96,2026-04-04,24807628,51043290.451799795,52512883.94203241,1469593.4902326202
96,2026-04-04,24807678,21808483.026784185,22893622.741779584,1085139.714995402
96,2026-04-04,24807731,35274727.98946232,36277948.13081283,1003220.1413505039
96,2026-04-04,24807997,36015677.83483542,37819151.97976408,1803474.144928666
96,2026-04-04,24808004,23857406.96572279,24764588.407878753,907181.4421559582
96,2026-04-04,24808474,67155745.47716422,68059016.73978004,903271.2626158175
96,2026-04-04,24808524,30349584.30045366,31357389.421081707,1007805.1206280492
96,2026-04-04,24808970,20733997.360967897,21624840.309553083,890842.9485851874
96,2026-04-04,24809178,62516255.44498084,64088055.83057116,1571800.3855903174
96,2026-04-04,24809328,48219246.6902995,49257119.666485995,1037872.9761864906
96,2026-04-04,24809376,37005717.33820652,40136495.79211721,3130778.453910685
96,2026-04-04,24809458,33179085.68424218,34185523.5979215,1006437.9136793166
96,2026-04-04,24809716,12788993.461654253,13539339.398239069,750345.9365848157
96,2026-04-05,24809934,22812476.601057377,24407704.602342404,1595228.0012850272
96,2026-04-05,24810023,17171910.805018015,17835616.062252775,663705.2572347573
96,2026-04-05,24810137,18298133.825584035,19144469.363542654,846335.5379586176
96,2026-04-05,24810357,60992761.457442746,62611992.65763841,1619231.2001956576
96,2026-04-05,24810559,59621046.40409453,61197687.94805452,1576641.5439599848
96,2026-04-05,24810830,63340135.18828881,64937866.678539746,1597731.4902509358
96,2026-04-05,24810844,41884145.358964905,43015545.04173996,1131399.682775062
96,2026-04-05,24810866,53477245.15043293,54884102.394615784,1406857.2441828563
96,2026-04-05,24810952,41738508.8601988,42614632.867800735,876124.0076019288
96,2026-04-05,24810979,24941463.728237268,26343078.781915016,1401615.0536777494
96,2026-04-05,24811096,28953590.545330398,30029507.6343055,1075917.0889751008
96,2026-04-05,24811120,16786569.461396877,17749372.13240572,962802.6710088456
96,2026-04-05,24811144,5218987.1516527,5391095.429743974,172108.27809127324
96,2026-04-05,24811263,11301406.975130191,12092305.188090134,790898.2129599432
96,2026-04-05,24811268,20142034.28524991,20940139.709230196,798105.4239802869
96,2026-04-05,24811752,29894830.35466581,30878876.945444524,984046.5907787161
96,2026-04-05,24811906,29262102.461943626,30666314.711671825,1404212.2497281984
96,2026-04-05,24811987,31618031.35133442,32466982.881206762,848951.5298723405
96,2026-04-05,24812177,21646550.090999722,22206799.38039479,560249.2893950671
96,2026-04-05,24812190,31808130.505562183,34038206.043919444,2230075.538357261
96,2026-04-05,24812260,51718132.65432527,53347356.649621926,1629223.9952966562
96,2026-04-05,24812451,73543211.86926584,75459650.85633987,1916438.9870740215
96,2026-04-05,24812591,18295744.211787567,18971300.713593412,675556.501805845
96,2026-04-05,24812964,37262546.75117329,38304729.32261782,1042182.5714445327
96,2026-04-05,24812977,36737250.838134915,38309839.9801675,1572589.1420325828
96,2026-04-05,24813178,27212425.875107642,28765437.033495657,1553011.1583880142
96,2026-04-05,24813182,40862205.32509575,42610647.73696302,1748442.4118672654
96,2026-04-05,24813263,26255995.487306006,27445649.69116926,1189654.2038632522
96,2026-04-05,24813322,61824186.701992415,63964316.04650782,2140129.344515409
96,2026-04-05,24813540,45424029.55011573,46691724.698933125,1267695.1488173984
96,2026-04-05,24813613,60243953.39500992,61017486.94135287,773533.5463429507
96,2026-04-05,24813624,41514020.79409241,42127748.662253775,613727.8681613664
96,2026-04-05,24813946,11977728.28734895,12169971.789791148,192243.50244219776
96,2026-04-05,24814345,14541327.133240284,14888681.710908242,347354.57766795665
96,2026-04-05,24814354,40993601.574402004,42051353.4578641,1057751.8834620938
96,2026-04-05,24814416,56199520.56687357,58115964.644291624,1916444.0774180572
96,2026-04-05,24814451,33006223.966924217,34166334.38594633,1160110.4190221159
96,2026-04-05,24814582,36617693.73118093,37914941.26934297,1297247.5381620391
96,2026-04-05,24814830,11001847.355399303,11507412.074200042,505564.71880073834
96,2026-04-05,24814961,20739774.318211664,21796462.19634568,1056687.8781340173
96,2026-04-05,24815044,73544631.35893379,75038317.88811016,1493686.5291763765
96,2026-04-05,24815117,31726561.513061408,32960984.328376267,1234422.8153148599
96,2026-04-05,24815172,26493429.774881665,27034826.440304186,541396.6654225216
96,2026-04-05,24815655,42027991.16149016,43767965.123582564,1739973.962092403
96,2026-04-05,24815671,74463557.32103316,75305888.75420551,842331.4331723535
96,2026-04-05,24815735,23949448.267121892,25063290.154142786,1113841.8870208955
96,2026-04-05,24815744,17372673.20564196,18254348.963915072,881675.7582731151
96,2026-04-05,24816005,36307974.97614631,39924486.351144075,3616511.3749977653
96,2026-04-05,24816051,18839368.835253097,20547046.61204223,1707677.7767891297
