mechanism,workload,propagation_time_s,execution_time_s,floor_rate,balanced_floor_rate,safe_payload_bytes,execution_capacity_gas,payload_capacity_gas,safe_common_limit,physical_binding_constraint,shared_limit,shared_target,target_limit_ratio,n_replications,burn_in_blocks,measured_blocks,daily_block_length,equilibrium_fee_wei,equilibrium_floor_bounded,equilibrium_binding_branch,equilibrium_regular_gas,equilibrium_state_gas,equilibrium_execution_gas,equilibrium_data_gas,m_execution,m_data,m_state,included_execution,included_execution_p05,included_execution_p95,included_data,included_data_p05,included_data_p95,included_state,included_state_p05,included_state_p95,included_execution_metered,included_execution_metered_p05,included_execution_metered_p95,included_data_metered,included_data_metered_p05,included_data_metered_p95,included_state_metered,included_state_metered_p05,included_state_metered_p95,included_regular_metered,included_regular_metered_p05,included_regular_metered_p95,shared_gas_used,shared_gas_used_p05,shared_gas_used_p95,shared_target_utilisation,shared_target_utilisation_p05,shared_target_utilisation_p95,shared_fee_wei,shared_fee_wei_p05,shared_fee_wei_p95,shared_fee_log_return_sd,shared_fee_log_return_sd_p05,shared_fee_log_return_sd_p95,shared_limit_hit_fraction,shared_limit_hit_fraction_p05,shared_limit_hit_fraction_p95,shared_near_limit_fraction,shared_near_limit_fraction_p05,shared_near_limit_fraction_p95,shared_fee_floor_bounded_fraction,shared_fee_floor_bounded_fraction_p05,shared_fee_floor_bounded_fraction_p95,shared_target_deviation,shared_target_deviation_p05,shared_target_deviation_p95,shared_rationed_gas,shared_rationed_gas_p05,shared_rationed_gas_p95,regular_binding_fraction,regular_binding_fraction_p05,regular_binding_fraction_p95,runtime_bal_bytes,runtime_bal_bytes_p05,runtime_bal_bytes_p95,runtime_bal_floor_gas,runtime_bal_floor_gas_p05,runtime_bal_floor_gas_p95,base_fee_burn_eth_per_block,base_fee_burn_eth_per_block_p05,base_fee_burn_eth_per_block_p95,base_fee_exposure_proxy_eth_per_block,base_fee_exposure_proxy_eth_per_block_p05,base_fee_exposure_proxy_eth_per_block_p95,equilibrium_log_rmse,equilibrium_log_rmse_p05,equilibrium_log_rmse_p95
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,225000000.0,112500000.0,0.5,32,7200,50400,8,352911.6609491433,False,state,76677258.16029617,112500000.00000536,66235747.7973526,10441510.362943577,1.4479558695732846,3.0874605142255307,5.656315259465248,46993932.305158146,43294757.49953651,50392434.152591676,3556838.0558303976,3080998.844467595,4264877.694604032,19081276.359258484,18491131.931365445,19485397.860225186,68045140.11558326,62688898.243205726,72966020.81333072,10981597.052871063,9512462.276668126,13167641.480091132,107929714.64094305,104591671.70816281,110215553.25353785,79026737.16845432,72283403.69882315,84642058.7737794,114074652.10704678,113972952.62722948,114215754.41493142,1.0139969076181936,1.0130929122420398,1.015251150354946,727596.8623960478,317847.31407931616,1388178.7888622475,0.05905852644868197,0.05707812646011613,0.061503734043279516,0.06776475694444445,0.05997519841269842,0.07868849206349206,0.0724826388888889,0.06466269841269841,0.08346031746031746,0.0,0.0,0.0,0.3852932144574339,0.3688961140376759,0.40648356629150734,6506036.249689939,5095106.492300573,8236323.105831364,0.26883060515873014,0.1943918650793651,0.3663839285714286,258103.30846652042,242035.73867940615,272559.89003627555,21164471.294254676,19846930.571711306,22349910.982974596,8.18525850662896e-05,3.5756448711782236e-05,0.00015616865269332963,0.0001222958826736629,5.660125424632885e-05,0.00022591569727647287,1.1445669870296014,1.0011284835986878,1.3703162183843403
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,250000000.0,125000000.0,0.5,32,7200,50400,8,257644.57999920848,False,state,80032779.09620756,125000000.00000334,68809492.02887829,11223287.067329278,1.4479558695732846,3.0874605142255307,5.656315259465248,49095593.66068357,45131531.68753274,52740623.84700177,3873342.3968283962,3339435.659308296,4653686.815916843,21509868.942194577,21005143.95396843,21855143.92730992,71088253.01117165,65348466.20979576,76366095.86422293,11958791.708283326,10310375.737911008,14368074.28971515,121666599.92683834,118811716.2741007,123619584.09385934,83047044.71945494,75744343.01781449,89298195.05530971,126779258.97235852,126662170.5939169,126935970.51583275,1.014234071778868,1.0132973647513352,1.015487764126662,512974.61422177905,222993.36879390548,975155.2322010398,0.05955912362431814,0.05758540852096292,0.06195567788367631,0.07132440476190477,0.06356746031746031,0.08150396825396826,0.0761997767857143,0.06807936507936509,0.08668154761904762,0.0,0.0,0.0,0.3889854219477553,0.37285749248972455,0.4096881365010155,7670110.9967759345,6096579.989379775,9603711.3039913,0.20997333829365078,0.14916567460317462,0.29299900793650796,273765.0753675801,256263.07231167413,289497.3349084026,22448736.18014157,21013571.92955728,23738781.46248901,6.412015764948464e-05,2.7873088980297457e-05,0.00012189316988013953,9.425529348656254e-05,4.338227486749239e-05,0.00017408961976352738,1.1674574260601274,1.0218805881543276,1.391113853707006
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,275000000.0,137500000.0,0.5,32,7200,50400,8,193825.34889992862,False,state,83204572.35889544,137499999.99999177,71223775.62858163,11980796.730313811,1.4479558695732846,3.0874605142255307,5.656315259465248,51005936.23298113,46821157.91075235,54855750.118820965,4171329.7416454596,3582317.6459648805,5023644.476210631,23888664.26960711,23452495.59087271,24190681.40868145,73854344.75162575,67794970.41709125,79428705.36439307,12878815.86914492,11060264.281329848,15510303.95780745,135121816.236418,132654708.68319108,136830120.38878387,86733160.62077053,78935980.97769608,93523928.13498807,139481732.0489303,139349272.92245495,139653601.73777598,1.0144125967194932,1.0134492576178542,1.0156625580929164,376740.19429667643,163446.40301096707,713149.4666478703,0.059933662403938395,0.05794083583057673,0.06228912469057898,0.07399801587301588,0.06595238095238096,0.08321825396825397,0.07890376984126984,0.07074007936507937,0.08874603174603175,0.0,0.0,0.0,0.39160144537437724,0.3750805161543415,0.41189698538314923,8792520.034968922,7046960.658257148,10919915.378115531,0.16726376488095238,0.11585416666666666,0.23721329365079366,288451.7294940526,269765.63036529545,305227.81636564905,23653041.818512313,22120781.68995423,25028680.941983223,5.1800389730242475e-05,2.2472988394765137e-05,9.805700417291402e-05,7.501279268760782e-05,3.448781848176184e-05,0.0001383631660402518,1.1838519646863477,1.038859388421799,1.4071580847750773
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,300000000.0,150000000.0,0.5,32,7200,50400,8,149473.1157370768,False,state,86218642.3630093,149999999.9999987,73501735.5231773,12716906.83983201,1.4479558695732846,3.0874605142255307,5.656315259465248,52770110.613882154,48394461.35648129,56795275.72118885,4455072.928229257,3815490.0076640537,5375131.299292839,26233692.5132071,25852771.907397542,26501939.232026715,76408791.4014022,70073044.37595518,82237052.84452786,13754861.75390293,11780174.741084779,16595505.645344362,148386035.2745609,146231428.23927715,149903323.2835215,90163653.15530515,81927000.3545124,97424892.30994976,152182405.04613984,152034802.5473968,152369350.89789036,1.0145493669742653,1.0135653503159787,1.0157956726526025,285553.94306741154,123812.91077666517,538458.0603814123,0.06022033357818528,0.05820852610368247,0.06254670654982963,0.07600756448412699,0.06820337301587302,0.08532738095238095,0.08091021825396827,0.07242162698412699,0.09094444444444444,0.0,0.0,0.0,0.3934994688009361,0.37690875981406313,0.4135041945522357,9881947.815663103,7955568.5922344085,12227222.604714718,0.13578745039682538,0.09304563492063492,0.19461210317460317,302404.2390401773,282707.0090922431,320058.3840060215,24797147.60129454,23181974.74556393,26244787.48849376,4.2831910924074287e-05,1.8571185231252986e-05,8.076779864905021e-05,6.118117553984932e-05,2.8115128166346816e-05,0.00011267766791532257,1.1956740209298513,1.045285890160001,1.4190690467470526
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,325000000.0,162500000.0,0.5,32,7200,50400,8,117693.76672129458,False,state,89095475.49122147,162500000.00000328,75661538.49123295,13433936.99998853,1.4479558695732846,3.0874605142255307,5.656315259465248,54418137.22764658,49873134.5503969,58598294.564614564,4727461.727787964,4040687.0356447194,5711933.749990553,28555598.765922047,28218496.853311125,28797629.911805574,78795061.2100155,72214097.90626556,84847744.5618172,14595851.41705772,12475461.672896009,17635369.912967872,161519469.0428475,159612714.35055113,162888473.50657564,93390912.6270732,84757248.85782759,101068682.95907772,164881828.89439186,164719362.48241764,165083902.01832032,1.0146574085808728,1.0136576152764163,1.0159009354973558,221962.80609580537,96256.5979623887,417183.6229470721,0.06044462228918117,0.05840251330250571,0.06275083087806442,0.07747643849206351,0.07020833333333333,0.08687103174603175,0.08247891865079365,0.07440178571428571,0.09246428571428572,0.0,0.0,0.0,0.39492178904122677,0.3783519758559323,0.41473174997724566,10946358.456778679,8834318.97207323,13548345.376180332,0.11259548611111111,0.07639880952380954,0.1619434523809524,315782.9207266575,295200.8934796437,334199.6061140111,25894199.49958591,24206473.26533078,27404367.70134891,3.606794398010354e-05,1.5641059522768795e-05,6.779254426150416e-05,5.087872311248688e-05,2.3372516896330052e-05,9.356650127548385e-05,1.2043659870472232,1.0500446102169039,1.4279054193972351
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,350000000.0,175000000.0,0.5,32,7200,50400,8,94328.02942269108,False,state,91851541.05135539,175000000.00001046,77717743.53039083,14133797.520964568,1.4479558695732846,3.0874605142255307,5.656315259465248,55970728.878667824,51272082.53174175,60290869.0839447,4990535.359709142,4259264.764389859,6036893.260906704,30861264.640518565,30559198.508868378,31082027.116682578,81043145.40416174,74239712.84708075,87298517.77177162,15408080.867948307,13150311.779685773,18638669.571643617,174561042.11256906,172852460.8427489,175809744.27521232,96451226.27211004,87452313.16384088,104504532.52735072,177579732.84306136,177402253.5815432,177796585.40646312,1.0147413305317792,1.013727163323104,1.015980488036932,176144.1237531007,76429.50190189823,331735.07957553456,0.06062455674525614,0.05855867933981773,0.06291521146024777,0.07865451388888889,0.07147420634920636,0.088140873015873,0.08367869543650794,0.07571924603174603,0.09363789682539683,0.0,0.0,0.0,0.3960234211445107,0.3793375749246945,0.41572549268977393,11991656.749791197,9693067.025933001,14841929.19618248,0.09507750496031747,0.06382539682539683,0.13701289682539683,328697.2102043221,307323.1192513112,347792.8223233569,26953171.236754414,25200495.778607517,28519011.430515267,3.0824324404061477e-05,1.3374593913560724e-05,5.805379392345234e-05,4.2986760062841886e-05,1.97424252996808e-05,7.891521636652661e-05,1.21089397559652,1.0536740754278509,1.4346011764776903
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,375000000.0,187500000.0,0.5,32,7200,50400,8,76764.77445877087,False,state,94500306.83475131,187500000.00001308,79682221.25328617,14818085.581465136,1.4479558695732846,3.0874605142255307,5.656315259465248,57442689.24445109,52602193.89627435,61900146.94935364,5245732.99538721,4472096.180285266,6351795.155756128,33155119.39411738,32881811.69476926,33358251.62117678,83174479.05557711,76165655.40454194,89628681.1027653,16195993.491427992,13807420.37244957,19610916.73784587,187535807.75835454,185989893.2480011,188684787.67396143,99370472.54700536,90031155.37037183,107768302.8379848,190277192.55105132,190084715.51654962,190508815.23932913,1.0148116936056069,1.013785149421598,1.0160470146097553,142235.9343031781,61763.01726439844,268255.1334194177,0.060770497619995846,0.05868713390566104,0.06305642429870649,0.07961371527777777,0.07255158730158731,0.08928769841269842,0.08462921626984127,0.07666468253968255,0.09472817460317459,0.0,0.0,0.0,0.3969059392422869,0.38012920768325653,0.4165620331641812,13022254.477646928,10535344.401394162,16114611.652631491,0.08133308531746031,0.054255952380952384,0.11737202380952381,341224.14263605,319129.673470128,360937.3525157348,27980379.696156096,26168633.224550493,29596862.906290255,2.666844989646025e-05,1.158006574587423e-05,5.029796783666651e-05,3.680253248011895e-05,1.6898574277835165e-05,6.744345429937942e-05,1.215890585189798,1.0564460647396834,1.439714872235581
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,400000000.0,200000000.0,0.5,32,7200,50400,8,63308.22922671631,False,state,97052947.9177235,199999999.99998695,81564794.00591955,15488153.91180396,1.4479558695732846,3.0874605142255307,5.656315259465248,58845008.759657115,53872066.91638485,63441235.98333391,5494092.721096405,4679844.67914998,6658044.0844630655,35439880.76250234,35190599.701894596,35628406.521547616,85204975.82863668,78004375.49762414,91860110.0150514,16962794.33787908,14448835.659584029,20556448.212752618,200459138.35057515,199049126.08356526,201525499.47826615,102167770.16651586,92507648.43053158,110886309.1147434,202973255.90234005,202765987.13416576,203219549.57716763,1.0148662795117005,1.0138299356708287,1.0160977478858382,116577.93340829597,50663.01596484005,220097.62027367527,0.060891404070051613,0.058798508703338956,0.06317477887757694,0.08030753968253967,0.0733720238095238,0.0900297619047619,0.08540240575396826,0.07745535714285715,0.09559027777777777,0.0,0.0,0.0,0.3976319780864984,0.38081621472433375,0.4172808958392563,14040492.679900723,11366158.185868071,17371110.080064543,0.07049417162698413,0.04722222222222223,0.10210218253968253,353419.3303201994,330659.37415676523,373703.2111632489,28980385.08625635,27114068.68085475,30643663.31538641,2.331486829621609e-05,1.0132140547446162e-05,4.4019614876409994e-05,3.186513763961312e-05,1.4627820358528078e-05,5.831249666588187e-05,1.219776127341394,1.0586277409925589,1.4436533957435589
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,425000000.0,212500000.0,0.5,32,7200,50400,8,52824.37891763159,False,state,99518854.60934325,212499999.9999876,83373693.53520703,16145161.07413621,1.4479558695732846,3.0874605142255307,5.656315259465248,60186549.50474028,55088826.19232154,64911540.07886143,5736467.469268139,4883019.638636585,6956326.55522741,37717927.29559839,37488975.348413244,37894061.39958212,87147467.6247517,79766189.23307453,93989045.46022917,17711116.80250466,15076130.324478274,21477383.563323297,213344487.71748504,212049463.32493794,214340757.7375607,104858584.42725646,94893303.78437346,113878396.18213397,215668888.2201951,215446876.08600008,215930033.14706382,1.0149124151538593,1.013867652169412,1.016141332456771,96785.77857664804,42095.28795833064,182876.54150598473,0.060992366417582385,0.058893068063097194,0.06327354224477162,0.08087859623015872,0.07399007936507937,0.09053571428571429,0.08605840773809523,0.07818948412698414,0.09619642857142857,0.0,0.0,0.0,0.3982545069086635,0.3814088761941348,0.41791494420352043,15049362.519600928,12188766.625328412,18613291.541773375,0.061875,0.041572420634920636,0.08922321428571428,365328.1754457351,341945.82337678137,386146.53280320344,29956910.386550277,28039557.51689607,31664015.68986268,2.056632525898636e-05,8.944821578586187e-06,3.8861330259351306e-05,2.7858868108228125e-05,1.2784547397582308e-05,5.092457459786209e-05,1.22286395259674,1.0603930979829845,1.4467585795496765
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,450000000.0,225000000.0,0.5,32,7200,50400,8,44535.26644046533,False,state,101906004.84475487,225000000.00000715,85115895.78368536,16790109.061069526,1.4479558695732846,3.0874605142255307,5.656315259465248,61474223.12198452,56258246.21442688,66319619.20556852,5973502.934885399,5082039.777938982,7247112.988587958,39990782.11962058,39778884.101705536,40156472.74972264,89011962.19693543,81459457.81807882,96027881.89656724,18442954.44306898,15690597.146110086,22375175.194396283,226200471.14114827,225001909.148964,227137669.58054292,107454916.64000458,97197576.38887319,116759377.29546088,228363679.36343718,228127355.99491262,228639478.34872416,1.0149496860597207,1.0138993599773893,1.016175459327663,81260.72976510147,35371.52819143048,153637.00821618875,0.06107796759323886,0.05897521003352778,0.06335585809250426,0.08140190972222222,0.07434424603174603,0.0911577380952381,0.08656684027777778,0.07882242063492063,0.09659722222222222,0.0,0.0,0.0,0.3988009057380505,0.3819274825653091,0.4184815986607635,16050760.0986834,12999462.586232072,19842936.200478375,0.05501178075396826,0.037323412698412696,0.07926190476190476,376985.2114529077,353015.7613074948,398308.44482851843,30912787.339138433,28947292.42721457,32661292.47593851,1.8283061001310822e-05,7.95819387089165e-06,3.4568363020391354e-05,2.456217497591903e-05,1.126759531756385e-05,4.485423319199173e-05,1.2253525359653683,1.0618353859335916,1.449253491660306
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,475000000.0,237500000.0,0.5,32,7200,50400,8,37895.07442306996,False,state,104221242.66734129,237500000.00000367,86797370.73081948,17423871.936521817,1.4479558695732846,3.0874605142255307,5.656315259465248,62713608.871083826,57384885.01973785,67672870.8933937,6205715.552246944,5277275.040807702,7531961.240910606,42259487.81947734,42062580.62097771,42416426.98262262,90806538.06700903,83090781.08911741,97987330.62096447,19159901.730077714,16293378.311201777,23254632.92598846,239032985.81052157,237919216.61894858,239920683.19382665,109966439.79708667,99428503.6562618,119542569.39653376,241057565.6074987,240806469.87251893,241348375.75419766,1.0149792236105206,1.013921978410606,1.0162036873860953,68904.8644521405,30016.78926236008,130338.04936233204,0.061151310781776984,0.05904655453853571,0.06342628900559942,0.08183035714285714,0.07464682539682539,0.09160813492063492,0.08702442956349207,0.07937896825396826,0.09685714285714285,0.0,0.0,0.0,0.39929251788930076,0.3824060630638441,0.4189994683130765,17045974.054352686,13796863.51938224,21062315.759921674,0.04933531746031746,0.03319146825396826,0.07068948412698411,388417.85484988475,363892.4691327307,410220.9733911094,31850264.097690552,29839182.468883917,33638119.81807097,1.6364339856700983e-05,7.128605119734431e-06,3.0955301794803094e-05,2.1816456015133084e-05,1.0004289819854389e-05,3.980608389253837e-05,1.2273739641379562,1.063024028547697,1.4512814170989425
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,500000000.0,250000000.0,0.5,32,7200,50400,8,32513.150702776144,False,state,106470490.1446071,250000000.00000274,88423272.13360794,18047218.010999165,1.4479558695732846,3.0874605142255307,5.656315259465248,63909420.19401325,58472763.71883799,68976676.65847161,6433550.618860024,5469051.124155612,7811443.368573956,44524923.35111955,44340827.20515652,44674529.73444217,92538020.09094685,84665981.43686338,99875183.83129239,19863333.502001613,16885479.39611119,24117522.959581252,251847003.37747157,250805697.5378525,252693224.24637473,112401353.59294826,101592698.91443864,122237475.78329718,253751228.11365092,253485039.5995903,254056811.333103,1.0150049124546037,1.0139401583983612,1.016227245332412,58945.280806959294,25696.566926004227,111539.66979297712,0.06121415818674841,0.05910802817817665,0.06348568310371587,0.08219618055555555,0.07487599206349206,0.09195634920634921,0.08742745535714286,0.07988293650793651,0.09715674603174602,0.0,0.0,0.0,0.3997407921551568,0.3828412005370356,0.4194679076684282,18036034.89150866,14582321.589442523,22273427.00636136,0.044482886904761904,0.029720238095238095,0.06344642857142857,399649.25066523906,374594.5088769445,421911.24855471327,32771238.5545496,30716749.72790945,34596722.38148649,1.4735791281028224e-05,6.423779977818217e-06,2.788491242267439e-05,1.9505462198208177e-05,8.940990923428011e-06,3.556319025022957e-05,1.2290456761775905,1.0639974120440543,1.4529399208007783
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,525000000.0,262500000.0,0.5,32,7200,50400,8,28104.879612834324,False,state,108658911.13946384,262499999.99998045,89998083.87911603,18660827.260347817,1.4479558695732846,3.0874605142255307,5.656315259465248,65065633.75042846,59525127.943827726,70235924.45720781,6657389.621005932,5657642.62752159,8085928.919349678,46787821.515289664,46614914.40959315,46930950.614339195,94212166.29643834,86189758.3933669,101698519.07271968,20554427.58267069,17467748.216072008,24964986.259326234,264646668.7940716,263668651.6936476,265456252.1010995,114766593.8791092,103695484.8724516,124852811.05544087,266445452.8151524,266164864.97718495,266766568.93091598,1.0150302964386757,1.013961390389276,1.016253595927299,50825.190168423396,22171.14673088743,96198.1045841485,0.06126716584772626,0.05916019827456904,0.0635357178546495,0.08253720238095238,0.07513194444444445,0.09234920634920635,0.0877436755952381,0.08029861111111111,0.09742162698412699,0.0,0.0,0.0,0.4001521735612374,0.3832380122709175,0.41988558804605686,19022551.442841303,15364321.011031333,23478635.656902634,0.040429687500000006,0.027142857142857142,0.05745535714285714,410698.89699813596,385135.7129939523,433402.04695145745,33677309.55384715,31581128.465504084,35538967.85001951,1.3341128189204484e-05,5.81959390160446e-06,2.5251991926940125e-05,1.7541898740232437e-05,8.037789885971288e-06,3.19623505320737e-05,1.230453608825616,1.0648279311267912,1.4543354331157974
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,550000000.0,275000000.0,0.5,32,7200,50400,8,24459.55889629373,False,state,110791039.63142955,274999999.9999798,91525734.44585241,19265305.185577147,1.4479558695732846,3.0874605142255307,5.656315259465248,66185368.80421361,60544981.463469975,71454324.69734162,6877473.467882136,5843250.699579572,8356778.609954287,49048127.48106742,48883495.26088839,49187927.43017298,95833493.23993355,87666461.2832373,103462708.85191089,21233927.76971984,18040805.80967271,25801223.984358348,277431671.91935235,276500460.18015045,278222424.5047514,117067421.00965337,105741876.13398647,127395083.95234549,279137002.62575954,278842406.7688773,279472636.7635329,1.0150436459118528,1.013972388250463,1.016264133685574,44137.0199478509,19265.800854634785,83556.85565799817,0.06131445289238449,0.05920693466607508,0.06358014142400575,0.08281622023809523,0.07539682539682539,0.09256150793650794,0.08805741567460318,0.08069742063492064,0.09773412698412698,0.0,0.0,0.0,0.4005336284747381,0.38360360094406953,0.4202727270083095,20004591.812414095,16142917.141848426,24677447.929167464,0.03699156746031746,0.024444444444444446,0.0526031746031746,421580.4362685331,395529.3521160318,444748.91019589826,34569595.77401972,32433406.873514608,36469410.63606366,1.2137212713256007e-05,5.297765316665132e-06,2.2978103943243775e-05,1.5859479844256684e-05,7.264212113803661e-06,2.8879805609093933e-05,1.2316061915662293,1.0654861373912607,1.4550546551870265
shared_fee_8131_8279,full_multiscale_60d,4.0,5.0,64,63.04535015954887,7930799.0,500000000.0,507571136.0,500000000.0,execution,50000000.0,25000000.0,0.5,32,7200,50400,8,1616044955.0430844,False,regular,25000000.000000708,6687851.184176778,23853463.050618015,1146536.9493826907,1.4479558695732846,2.161501805529043,5.656315259465248,16546440.306668289,16388487.501199182,16690701.388392564,525665.4018404109,465976.8145406435,626021.5204238404,1197972.0511411817,977968.0263163433,1488660.1629361883,23958515.362584323,23729806.670789637,24167399.04261811,1136226.7151821996,1007209.7259642719,1353146.6466961668,6776107.593282759,5531695.470522212,8420331.195774088,25094742.077766493,24923573.88275583,25210806.33632791,25262538.93053484,25241668.535349652,25292161.12580526,1.0105015572213936,1.0096667414139862,1.0116864450322103,3075015619.7018623,1446509068.8807626,7003806908.84776,0.05101625236670262,0.04894284894054113,0.05325149168471371,0.027788318452380955,0.021732142857142856,0.0337281746031746,0.033710937499999996,0.02676388888888889,0.04096626984126984,0.0,0.0,0.0,0.3186173351394078,0.30276196995165433,0.3360501447112437,109642.10925039167,69285.69676788485,149586.1800259147,0.9807614087301588,0.9599732142857142,0.9924811507936508,76497.16021385592,75726.5830501593,77306.27539167712,4895818.253686779,4846501.315210195,4947601.625067336,0.07687559770590154,0.03615977974285261,0.1750938341284944,0.09322703436954291,0.04519776324221508,0.20609438414291162,1.060656245383876,0.814816489825894,1.4143465008202256
shared_fee_8131_8279,full_multiscale_60d,4.0,5.0,64,63.04535015954887,7930799.0,500000000.0,507571136.0,500000000.0,execution,75000000.0,37500000.0,0.5,32,7200,50400,8,66425030.80442605,False,regular,37499999.999999896,19473716.7488722,35115102.532672405,2384897.4673274895,1.4479558695732846,2.161501805529043,5.656315259465248,23858255.00579673,23363607.98972974,24235732.65953151,1049605.0643400745,938318.5678618496,1256656.8930692563,3167444.6058975086,2667524.6426026355,3768408.7250880464,34545700.37341965,33829473.3231387,35092271.357777886,2268723.2416634946,2028177.2785948145,2716266.14329972,17916065.25784897,15088360.340952775,21315307.7756174,36814423.6150831,36040173.384649225,37305764.843846366,37902973.26582389,37870154.41383199,37947232.511066474,1.0107459537553038,1.009870784368853,1.011926200295106,146666903.62050897,68782372.82036893,314844544.307276,0.051645918594019805,0.04945098164882215,0.05414747954386213,0.030513392857142857,0.024586309523809524,0.03799107142857143,0.036598462301587295,0.02959623015873016,0.044503968253968254,0.0,0.0,0.0,0.32318245022206826,0.30620344773018615,0.34243572938220745,324623.57296544407,174045.5429596877,521395.08991018723,0.9213659474206348,0.8726527777777778,0.955610119047619,114060.32794271302,112452.29857928267,115955.41324536735,7299860.988333633,7196947.109074091,7421146.4477035105,0.005500009749512363,0.002579203636388406,0.011806629701693966,0.007657580058069102,0.003846786033730186,0.015809637964776153,1.0282047789672095,0.7753270910854692,1.4585090129135585
shared_fee_8131_8279,full_multiscale_60d,4.0,5.0,64,63.04535015954887,7930799.0,500000000.0,507571136.0,500000000.0,execution,100000000.0,50000000.0,0.5,32,7200,50400,8,7127800.090390119,False,regular,50000000.000000015,41120468.92685538,46019677.17025021,3980322.8297498054,1.4479558695732846,2.161501805529043,5.656315259465248,30046784.244126,28928695.39427744,30943772.507507835,1627095.7340936912,1459789.2893002098,1959419.6235617965,5794928.951566906,5053307.139566265,6564312.749784963,43506417.60808429,41887474.295242295,44805217.02898618,3516970.3670121073,3155337.184514388,4235289.054117838,32777945.056265067,28583098.28429362,37129822.374511264,47023387.975096494,45224368.10516102,48402774.8072085,50565191.54368234,50518856.86871456,50625308.8338514,1.0113038308736466,1.0103771373742914,1.012506176677028,22717186.98527202,11159921.011419004,45498082.4988905,0.05302859784451576,0.05081967418023132,0.055465217902267,0.03493923611111111,0.027797619047619047,0.043027777777777776,0.04099392361111111,0.03390178571428572,0.04999603174603174,0.0,0.0,0.0,0.3350579859783571,0.31709906015221295,0.3560049597886526,884261.5235498648,506809.38091865624,1389458.412960522,0.8168415178571429,0.7322063492063492,0.882719246031746,148345.43293314625,144830.3361854932,151833.9390758389,9494107.70772136,9269141.515871564,9717372.100853689,0.0011358499725654307,0.000557953399608653,0.0022747874282708198,0.0017305159320980725,0.0008808447529571611,0.003408645933547091,1.1086382617091495,0.7879631920386516,1.5952884554892695
shared_fee_8131_8279,full_multiscale_60d,4.0,5.0,64,63.04535015954887,7930799.0,500000000.0,507571136.0,500000000.0,execution,125000000.0,62500000.0,0.5,32,7200,50400,8,2041657.8574558252,False,state,58849329.8955297,62500000.00000275,53546380.709798254,5302949.185731451,1.4479558695732846,2.161501805529043,5.656315259465248,35031555.39943841,33159209.72778152,36596470.73616239,2185013.9267372657,1932878.8902050797,2642236.5220410484,8666260.254743055,7816321.754652402,9424968.279892521,50724146.260898486,48013072.35575284,52990074.60809351,4722911.547748705,4177921.2110472233,5711199.013026562,49019100.12140107,44211580.013731174,53310591.901533455,55447057.80864708,52360762.47890741,57813089.3507256,63255549.06743453,63200318.96105214,63328465.79864505,1.0120887850789524,1.0112051033768343,1.0132554527783209,6949461.623606029,3396643.6006583874,13827565.644713212,0.05486418418599118,0.05279952402984572,0.057520801546513754,0.041981646825396825,0.033998015873015874,0.052001984126984126,0.04758804563492064,0.03956746031746032,0.05742559523809524,0.0,0.0,0.0,0.35069186249977524,0.33327822387708433,0.3746563129789834,1822040.5976166467,1180622.0758296272,2644582.710083865,0.6844289434523809,0.5740962301587301,0.776421626984127,177917.27274689142,171019.39652464667,182863.79563460028,11386705.455801051,10945241.377577387,11703282.920614418,0.0004343345792601032,0.00021227349080604939,0.0008642250619947427,0.0006817349431699207,0.0003483975133971527,0.0013328207085594173,1.118232163440216,0.8412935223502486,1.5083293563873996
